,Bosnia,Serbia,Moldova,Finland,"UKR, Kiev","UKR, Western Ukraine less Kiev","UKR, Eastern Ukraine","NATO, sans USA","NATO, the United States",Sweden,Russia
0,0.01,0.01,0.5,0.1,0.2,0.15,0.55,0.15,0.15,0.4,1.0
1,0.3025388888200203,0.5045367984977338,0.5055538422307588,0.5745074443450802,0.6187895681168811,0.5849978781553572,0.5431213357891002,0.4545845507807031,0.32392553722313633,0.3019618040271096,0.8099269408810771
2,0.41592617473028093,0.5032048798575334,0.5055959770129923,0.5745192603674013,0.6188020604344213,0.5850106480505163,0.5431341489314505,0.4546020454195526,0.3239478940571749,0.30198626691531166,0.809946613827786
3,0.4159286275747768,0.3606461811395465,0.5055210588769135,0.5744613393682012,0.618740911486316,0.5849481310073787,0.543071384344118,0.4545170978166808,0.3238388062096865,0.3018666829714828,0.8098504471621586
